sensor_code,rf_importance,mutual_info,composite_score
Attribute 96,0.0007800950994402,0.00019836042744891813,0.01772765464789418
Attribute 472,0.0008333473591335901,0.0,0.01726392390675509
Attribute 107,0.0008092378202901829,4.3236612200958646e-05,0.017106004304223488
Attribute 454,0.0007083069247613447,0.00021815386633994294,0.01639682080520363
Attribute 201,0.0007547597143565077,0.0,0.01563587396506786
Attribute 168,0.0007323098393922287,0.0,0.015170794273086322
Attribute 387,0.0007223944048633475,0.0,0.014965382561711862
Attribute 55,0.0006951765559323364,0.0,0.014401527804508263
Attribute 295,0.0006932948932393626,0.0,0.014362546602739706
Attribute 364,0.0006931918694832621,0.0,0.014360412325518553
Attribute 8,0.0006458346695711533,0.0,0.013379343522985065
Attribute 5,0.0006283992524898466,0.0,0.013018145145771558
Attribute 147,0.0006155694887475992,0.0,0.012752359141219883
Attribute 47,0.0005850811137600364,0.0,0.012120750988800548
Attribute 500,0.0005647258759375831,0.0,0.01169906455394331
Attribute 335,0.0005131701224715725,0.0,0.010631017004458064
Attribute 441,0.0005120448441493816,0.0,0.010607705333622002
Attribute 543,0.0004964006801838146,0.0,0.010283615200826546
Attribute 388,0.000133876433260268,0.0007724685961771893,0.0088754527625758
Attribute 419,0.0004084289989347252,0.0,0.00846116218122067
Attribute 102,0.00020998484750574926,0.0,0.004350121697967359
Attribute 348,0.0,0.0,0.0
Attribute 343,0.0,0.0,0.0
Attribute 479,0.0,0.0,0.0
Attribute 522,0.0,0.0,0.0
Attribute 75,0.0,0.0,0.0
