column,dtype,missing_count,missing_pct,unique_count,is_constant,mean,std,min,max
Attribute 355,float64,24,1.53,486,False,0.0419,0.0131,0.004,0.1344
Attribute 356,float64,24,1.53,572,False,0.0345,0.0223,0.0038,0.2789
Attribute 357,float64,1,0.06,1473,False,1.2986,0.3869,0.3796,2.8348
Attribute 358,float64,12,0.77,28,False,0.001,0.0005,0.0003,0.0052
Attribute 359,float64,1341,85.58,20,False,0.0024,0.0004,0.0017,0.0047
Attribute 360,float64,0,0.0,215,False,0.0198,0.0071,0.0076,0.0888
Attribute 361,float64,0,0.0,97,False,0.0029,0.02,0.0001,0.409
Attribute 362,float64,0,0.0,972,False,39.9364,17.0563,10.7204,547.1722
Attribute 363,float64,51,3.25,389,False,0.0184,0.0216,0.0028,0.4163
Attribute 364,float64,51,3.25,1516,False,333.3196,138.8019,60.9882,1072.2031
Attribute 365,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 366,float64,2,0.13,120,False,0.0052,0.0027,0.0017,0.0368
Attribute 367,float64,2,0.13,107,False,0.0048,0.0024,0.002,0.0392
Attribute 368,float64,6,0.38,113,False,0.0038,0.0027,0.0,0.0357
Attribute 369,float64,6,0.38,97,False,0.0032,0.0021,0.0,0.0334
Attribute 370,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 371,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 372,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 373,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 374,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 375,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 376,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 377,float64,2,0.13,36,False,0.0016,0.0005,0.0004,0.0082
Attribute 378,float64,2,0.13,31,False,0.0016,0.0005,0.0004,0.0077
Attribute 379,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 380,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 381,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 382,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 383,float64,1018,64.96,29,False,0.0018,0.0267,0.0001,0.6271
Attribute 384,float64,1018,64.96,525,False,0.541,1.341,0.0875,30.9982
Attribute 385,float64,1018,64.96,536,False,1.2854,3.1684,0.3383,74.8445
Attribute 386,float64,715,45.63,232,False,0.0114,0.0144,0.0,0.2073
Attribute 387,float64,0,0.0,191,False,0.0083,0.0155,0.0008,0.3068
Attribute 388,float64,0,0.0,22,False,0.0003,0.005,0.0,0.1309
Attribute 389,float64,0,0.0,1564,False,35.1551,17.227,6.3101,348.8293
Attribute 390,float64,0,0.0,92,False,0.0013,0.0118,0.0001,0.3127
Attribute 391,float64,0,0.0,1458,False,1.4319,20.3264,0.3046,805.3936
Attribute 392,float64,24,1.53,183,False,0.011,0.0067,0.0031,0.1375
Attribute 393,float64,0,0.0,109,False,0.0045,0.003,0.0005,0.0229
Attribute 394,float64,0,0.0,953,False,0.134,0.0384,0.0342,0.2994
Attribute 395,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 396,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 397,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 398,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 399,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 400,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 401,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 402,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 403,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 404,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 405,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 406,float64,8,0.51,228,False,0.0242,0.0107,0.0062,0.0514
Attribute 407,float64,8,0.51,335,False,6.7306,2.8296,2.0545,14.7277
Attribute 408,float64,8,0.51,331,False,1.232,0.3647,0.424,3.3128
Attribute 409,float64,5,0.32,593,False,5.3409,2.5781,2.7378,44.31
Attribute 410,float64,6,0.38,1548,False,4.5804,1.7768,1.2163,9.5765
Attribute 411,float64,7,0.45,1545,False,4.9293,2.123,0.7342,13.8071
Attribute 412,float64,14,0.89,509,False,2.6161,0.5515,0.9609,6.215
Attribute 413,float64,14,0.89,518,False,30.9113,18.4136,0.0,128.2816
Attribute 414,float64,14,0.89,518,False,25.6127,47.3085,4.0416,899.119
Attribute 415,float64,14,0.89,1,True,0.0,0.0,0.0,0.0
Attribute 416,float64,14,0.89,513,False,6.6306,3.9584,1.534,116.8615
Attribute 417,float64,9,0.57,510,False,3.4043,1.0354,0.0,9.69
Attribute 418,float64,2,0.13,1551,False,8.1909,4.0545,2.1531,39.0376
Attribute 419,float64,2,0.13,1051,False,320.2592,287.7045,0.0,999.316
Attribute 420,float64,2,0.13,851,False,309.0613,325.4484,0.0,998.6813
Attribute 421,float64,2,0.13,1514,False,1.8213,3.0577,0.4411,111.4956
Attribute 422,float64,2,0.13,1534,False,4.1745,6.9139,0.7217,273.0952
Attribute 423,float64,3,0.19,1,True,0.0,0.0,0.0,0.0
Attribute 424,float64,3,0.19,1563,False,77.6604,32.5969,23.02,424.2152
Attribute 425,float64,3,0.19,1529,False,3.3155,6.3254,0.4866,103.1809
Attribute 426,float64,3,0.19,1540,False,6.7963,23.2577,1.4666,898.6085
Attribute 427,float64,3,0.19,1481,False,1.2339,0.9956,0.3632,24.9904
Attribute 428,float64,3,0.19,1538,False,4.0585,3.0421,0.6637,113.223
Attribute 429,float64,10,0.64,404,False,4.2207,10.6327,1.1198,118.7533
Attribute 430,float64,0,0.0,1542,False,4.1718,6.4354,0.7837,186.6164
Attribute 431,float64,2,0.13,1551,False,18.4216,36.0601,0.0,400.0
Attribute 432,float64,2,0.13,1553,False,22.3583,36.3954,0.0,400.0
Attribute 433,float64,2,0.13,1503,False,99.3676,126.1887,0.0,994.2857
Attribute 434,float64,2,0.13,1371,False,205.5193,225.7789,0.0,995.7447
Attribute 435,float64,2,0.13,1537,False,14.7339,34.1089,0.0,400.0
Attribute 436,float64,2,0.13,1524,False,9.3707,34.3698,0.0,400.0
Attribute 437,float64,2,0.13,1539,False,7.5133,34.5578,0.0,400.0
Attribute 438,float64,2,0.13,1495,False,4.0168,1.6113,1.1568,32.274
Attribute 439,float64,2,0.13,967,False,54.7011,34.1081,0.0,851.6129
Attribute 440,float64,2,0.13,1550,False,70.6439,38.3762,14.1206,657.7621
Attribute 441,float64,2,0.13,1557,False,11.5266,6.1695,1.0973,33.058
Attribute 442,float64,1,0.06,325,False,0.8021,0.1842,0.3512,1.2771
Attribute 443,float64,1,0.06,335,False,1.3453,0.6592,0.0974,5.1317
Attribute 444,float64,1,0.06,330,False,0.6339,0.1436,0.2169,1.0851
Attribute 445,float64,1,0.06,325,False,0.895,0.1555,0.3336,1.3511
Attribute 446,float64,1,0.06,329,False,0.6471,0.1413,0.3086,1.1087
Attribute 447,float64,1,0.06,338,False,1.175,0.1762,0.6968,1.7639
Attribute 448,float64,1,0.06,317,False,0.2819,0.0865,0.0846,0.5085
Attribute 449,float64,1,0.06,326,False,0.3323,0.2363,0.0399,1.4754
Attribute 450,float64,24,1.53,1,True,0.0,0.0,0.0,0.0
Attribute 451,float64,24,1.53,1,True,0.0,0.0,0.0,0.0
Attribute 452,float64,1,0.06,1,True,0.0,0.0,0.0,0.0
Attribute 453,float64,1,0.06,1518,False,5.3468,0.9192,2.6709,13.9776
Attribute 454,float64,1,0.06,1550,False,5.461,2.2508,0.9037,34.4902
Attribute 455,float64,1,0.06,1555,False,7.8837,3.0597,2.3294,42.0703
Attribute 456,float64,1,0.06,1527,False,3.6366,0.9384,0.6948,10.184
Attribute 457,float64,1,0.06,1551,False,12.3257,8.1259,3.0489,232.1258
Attribute 458,float64,1,0.06,1547,False,5.2637,4.5377,1.4428,164.1093
Attribute 459,float64,1,0.06,1,True,0.0,0.0,0.0,0.0
Attribute 460,float64,1,0.06,1518,False,2.8384,1.3456,0.991,47.7772
Attribute 461,float64,1,0.06,1564,False,29.1974,13.3352,7.9534,149.3851
Attribute 462,float64,1,0.06,1,True,0.0,0.0,0.0,0.0
Attribute 463,float64,4,0.26,1,True,0.0,0.0,0.0,0.0
Attribute 464,float64,4,0.26,1,True,0.0,0.0,0.0,0.0
Attribute 465,float64,4,0.26,1,True,0.0,0.0,0.0,0.0
Attribute 466,float64,4,0.26,1,True,0.0,0.0,0.0,0.0
Attribute 467,float64,4,0.26,1,True,0.0,0.0,0.0,0.0
Attribute 468,float64,4,0.26,417,False,6.2521,8.6737,1.7163,109.0074
Attribute 469,float64,7,0.45,1317,False,224.173,230.7669,0.0,999.877
Attribute 470,float64,6,0.38,1514,False,5.6623,3.1517,2.6009,77.8007
Attribute 471,float64,6,0.38,1547,False,5.3678,4.9834,0.8325,87.1347
Attribute 472,float64,6,0.38,1552,False,9.6388,10.1741,2.4026,212.6557
Attribute 473,float64,7,0.45,1560,False,137.8884,47.698,11.4997,492.7718
Attribute 474,float64,7,0.45,1558,False,39.4268,22.4571,0.0,358.9504
Attribute 475,float64,7,0.45,1559,False,37.637,24.8229,0.0,415.4355
Attribute 476,float64,6,0.38,1526,False,4.2626,2.6112,1.1011,79.1162
Attribute 477,float64,6,0.38,1559,False,20.1322,14.9396,0.0,274.8871
Attribute 478,float64,6,0.38,1537,False,6.2579,10.185,1.6872,289.8264
Attribute 479,float64,6,0.38,2,False,0.1281,5.0621,0.0,200.0
Attribute 480,float64,6,0.38,1507,False,3.2834,2.6386,0.6459,63.3336
Attribute 481,float64,6,0.38,1560,False,75.5381,35.7525,8.8406,221.9747
Attribute 482,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 483,float64,24,1.53,1062,False,318.4184,281.0113,0.0,999.4135
Attribute 484,float64,24,1.53,1402,False,206.5642,192.8644,0.0,989.4737
Attribute 485,float64,24,1.53,1324,False,215.2889,213.1266,0.0,996.8586
Attribute 486,float64,24,1.53,1358,False,201.1117,218.69,0.0,994.0
Attribute 487,float64,24,1.53,1039,False,302.5062,287.3641,0.0,999.4911
Attribute 488,float64,24,1.53,1199,False,239.4553,263.8376,0.0,995.7447
Attribute 489,float64,24,1.53,1314,False,352.6165,252.0438,0.0,997.5186
Attribute 490,float64,24,1.53,1344,False,272.1697,228.0467,0.0,994.0035
Attribute 491,float64,1,0.06,1562,False,51.354,18.0486,13.7225,142.8436
Attribute 492,float64,12,0.77,472,False,2.4427,1.2243,0.5558,12.7698
Attribute 493,float64,1341,85.58,226,False,8.1709,1.7593,4.8882,21.0443
Attribute 494,float64,0,0.0,572,False,2.53,0.9739,0.833,9.4024
Attribute 495,float64,0,0.0,894,False,0.9564,6.6152,0.0342,127.5728
Attribute 496,float64,0,0.0,964,False,6.8078,3.26,1.772,107.6926
Attribute 497,float64,51,3.25,1510,False,29.8659,24.6216,4.8135,219.6436
Attribute 498,float64,51,3.25,1509,False,11.821,4.9566,1.9496,40.2818
Attribute 499,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 500,float64,2,0.13,703,False,263.1959,324.7713,0.0,1000.0
Attribute 501,float64,2,0.13,648,False,240.9814,323.0034,0.0,999.2337
Attribute 502,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 503,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 504,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 505,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 506,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 507,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 508,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 509,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 510,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 511,float64,2,0.13,1498,False,55.7635,37.6917,0.0,451.4851
Attribute 512,float64,2,0.13,586,False,275.9795,329.6647,0.0,1000.0
Attribute 513,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 514,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 515,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 516,float64,6,0.38,1,True,0.0,0.0,0.0,0.0
Attribute 517,float64,1018,64.96,498,False,0.6789,10.7839,0.0287,252.8604
Attribute 518,float64,1018,64.96,543,False,1.7389,4.8907,0.288,113.2758
Attribute 519,float64,1018,64.96,542,False,1.8063,4.7159,0.4674,111.3495
Attribute 520,float64,715,45.63,836,False,11.7284,15.8144,0.0,184.3488
Attribute 521,float64,0,0.0,1536,False,2.696,5.7024,0.3121,111.7365
Attribute 522,float64,0,0.0,9,False,11.6101,103.123,0.0,1000.0
Attribute 523,float64,0,0.0,1562,False,14.7289,7.1044,2.6811,137.9838
Attribute 524,float64,0,0.0,1040,False,0.4539,4.1476,0.0258,111.333
Attribute 525,float64,0,0.0,1543,False,5.6878,20.6634,1.3104,818.0005
Attribute 526,float64,24,1.53,1526,False,5.5604,3.9204,1.54,80.0406
Attribute 527,float64,0,0.0,1514,False,1.4435,0.9584,0.1705,8.2037
Attribute 528,float64,0,0.0,1549,False,6.3957,1.8887,2.17,14.4479
Attribute 529,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 530,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 531,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 532,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 533,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 534,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 535,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 536,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 537,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 538,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 539,float64,9,0.57,1,True,0.0,0.0,0.0,0.0
Attribute 540,float64,8,0.51,333,False,3.0342,1.2529,0.8516,6.5803
Attribute 541,float64,8,0.51,336,False,1.9428,0.7319,0.6144,4.0825
Attribute 542,float64,8,0.51,336,False,9.6116,2.8964,3.2761,25.7792
Attribute 543,float64,2,0.13,102,False,0.1112,0.0027,0.1053,0.1184
Attribute 544,float64,2,0.13,71,False,0.0085,0.0015,0.0051,0.024
Attribute 545,float64,2,0.13,21,False,0.0025,0.0003,0.0016,0.0047
Attribute 546,float64,2,0.13,273,False,7.6114,1.3155,4.4294,21.0443
Attribute 547,float64,260,16.59,1047,False,1.0396,0.3891,0.4444,3.9786
Attribute 548,float64,260,16.59,1023,False,403.5465,5.0639,372.822,421.702
Attribute 549,float64,260,16.59,964,False,75.6799,3.3905,71.038,83.72
Attribute 550,float64,260,16.59,1048,False,0.6633,0.6733,0.0446,7.0656
Attribute 551,float64,260,16.59,747,False,17.0133,4.967,6.11,131.68
Attribute 552,float64,260,16.59,213,False,1.2307,1.3611,0.12,39.33
Attribute 553,float64,260,16.59,973,False,0.2767,0.2762,0.0187,2.7182
Attribute 554,float64,260,16.59,1077,False,7.7039,2.1926,2.786,56.9303
Attribute 555,float64,260,16.59,1000,False,0.5037,0.5989,0.052,17.4781
Attribute 556,float64,260,16.59,1085,False,57.7465,35.2076,4.8269,303.55
Attribute 557,float64,260,16.59,1070,False,4.2169,1.28,1.4967,35.3198
Attribute 558,float64,260,16.59,1062,False,1.6231,1.8704,0.1646,54.2917
Attribute 559,float64,1,0.06,365,False,0.995,0.0839,0.8919,1.5121
Attribute 560,float64,1,0.06,399,False,0.3257,0.2014,0.0699,1.0737
Attribute 561,float64,1,0.06,345,False,0.0724,0.0516,0.0177,0.4457
Attribute 562,float64,1,0.06,414,False,32.285,19.0261,7.2369,101.1146
Attribute 563,float64,273,17.42,873,False,262.7297,7.6306,242.286,311.404
Attribute 564,float64,273,17.42,785,False,0.6796,0.1218,0.3049,1.2988
Attribute 565,float64,273,17.42,581,False,6.445,2.6336,0.97,32.58
Attribute 566,float64,273,17.42,753,False,0.1456,0.0811,0.0224,0.6892
Attribute 567,float64,273,17.42,887,False,2.6109,1.0328,0.4122,14.0141
Attribute 568,float64,273,17.42,619,False,0.0601,0.0328,0.0091,0.2932
Attribute 569,float64,273,17.42,887,False,2.4524,0.9966,0.3706,12.7462
Attribute 570,float64,273,17.42,897,False,21.1177,10.2133,3.2504,84.8024
Attribute 571,float64,0,0.0,814,False,530.5236,17.4997,317.1964,589.5082
Attribute 572,float64,0,0.0,811,False,2.1018,0.2751,0.9802,2.7395
Attribute 573,float64,0,0.0,518,False,28.4502,86.3047,3.54,454.56
Attribute 574,float64,0,0.0,754,False,0.3456,0.2485,0.0667,2.1967
Attribute 575,float64,0,0.0,830,False,9.1623,26.9202,1.0395,170.0204
Attribute 576,float64,0,0.0,599,False,0.1047,0.0678,0.023,0.5502
Attribute 577,float64,0,0.0,820,False,5.5637,16.9214,0.6636,90.4235
Attribute 578,float64,0,0.0,851,False,16.6424,12.4853,4.582,96.9601
Attribute 579,float64,949,60.56,322,False,0.0216,0.0117,-0.0169,0.1028
Attribute 580,float64,949,60.56,260,False,0.0168,0.0096,0.0032,0.0799
Attribute 581,float64,949,60.56,120,False,0.0054,0.0031,0.001,0.0286
Attribute 582,float64,949,60.56,611,False,97.9344,87.521,0.0,737.3048
Attribute 583,float64,1,0.06,171,False,0.5001,0.0034,0.4778,0.5098
Attribute 584,float64,1,0.06,227,False,0.0153,0.0172,0.006,0.4766
Attribute 585,float64,1,0.06,68,False,0.0038,0.0037,0.0017,0.1045
Attribute 586,float64,1,0.06,1502,False,3.0678,3.578,1.1975,99.3032
Attribute 587,float64,1,0.06,322,False,0.0215,0.0124,-0.0169,0.1028
Attribute 588,float64,1,0.06,260,False,0.0165,0.0088,0.0032,0.0799
Attribute 589,float64,1,0.06,120,False,0.0053,0.0029,0.001,0.0286
Attribute 590,float64,1,0.06,611,False,99.6701,93.8919,0.0,737.3048
